SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDRETH1,RIDRETH3,RIDEXMON,RIDEXAGY,RIDEXAGM,DMQMILIZ,DMQADFC,DMDBORN4,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDMARTL,RIDEXPRG,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGE,DMDHRBR4,DMDHREDU,DMDHRMAR,DMDHSEDU
62296,7,2,1,19,,4,4,2,19,232,2,,1,1,,15,,,,1,2,2,1,2,2,1,2,2,1,13251.60255,13277.80206,1,96,15,15,5,2,2,0,0,0,2,51,1,5,5,
62297,7,2,1,43,,4,4,2,,,1,1,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,18402.96901,18977.09561,2,95,10,10,3.67,3,3,0,1,0,1,43,1,4,1,4
62298,7,2,1,15,,3,3,2,16,192,,,1,1,,10,,,,1,1,2,1,2,2,1,2,2,1,93665.0366,95017.31386,1,91,14,14,3.8,4,4,0,2,0,1,50,,,1,5
62299,7,2,1,8,,5,6,2,9,108,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,6631.058951,7488.793181,2,92,12,12,,7,7,2,4,0,1,54,2,2,1,5
62300,7,2,2,6,,4,4,2,6,83,,,1,1,,1,,,,1,1,2,1,2,2,,,,,6929.51414,7399.559927,2,99,14,14,4.09,3,3,0,2,0,2,37,1,5,5,
62301,7,2,1,23,,4,4,1,,,2,,1,1,,,2,5,,1,2,2,1,2,2,1,2,2,1,16995.64806,16907.09145,1,96,12,12,,7,7,1,0,1,2,59,1,3,1,1
62302,7,2,2,51,,2,2,1,,,2,,2,2,6,,1,5,,2,2,2,1,2,2,2,2,2,2,19676.78121,20033.61689,2,103,77,77,,4,4,0,0,0,2,46,2,1,4,
62303,7,2,2,76,,3,3,1,,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,,61501.13451,65355.92074,2,101,6,6,1.62,3,3,0,0,2,1,80,1,3,1,3
62304,7,2,2,6,,1,1,2,6,77,,,1,1,,0,,,,2,1,2,2,2,2,,,,,9872.244853,10573.7014,2,90,6,6,0.96,5,5,1,1,0,1,39,2,2,1,
62305,7,2,1,10,,1,1,2,10,131,,,1,1,,5,,,,2,1,2,2,2,2,1,2,2,1,13285.09301,14158.00515,2,94,9,9,2.37,5,5,0,1,0,1,48,2,4,1,2
62306,7,2,1,0,9,2,2,2,,9,,,1,1,,,,,,1,1,2,1,2,2,,,,,4884.343512,4884.433539,3,90,12,12,,3,3,1,0,0,1,40,2,5,1,4
62307,7,2,1,61,,4,4,2,,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,1,7828.117773,8460.915547,2,90,4,4,1.2,2,2,0,0,2,2,80,1,3,2,
62308,7,2,2,78,,3,3,2,,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,,83112.54942,87237.36283,1,97,7,7,2.64,2,2,0,0,2,1,79,1,4,1,3
62309,7,2,2,47,,1,1,1,,,2,,2,2,3,,2,2,,2,2,2,2,2,2,2,2,2,2,40337.93389,40548.29278,3,92,4,4,0.46,7,7,1,2,0,2,31,2,2,1,1
62310,7,2,2,8,,4,4,2,8,97,,,1,1,,1,,,,1,1,2,1,2,2,1,2,2,1,7632.404654,7765.546414,2,101,1,1,0.1,6,6,1,2,1,2,27,1,2,1,2
62311,7,2,1,18,,3,3,2,19,228,2,,1,1,,15,,,,1,2,2,1,2,2,1,2,2,1,68148.95786,67253.32413,1,93,15,15,3.92,5,5,0,1,0,2,54,1,5,1,5
62312,7,2,2,63,,1,1,1,,,2,,2,2,7,,1,1,,2,2,1,1,2,2,1,2,2,2,16352.91583,17178.78976,3,92,8,8,1.85,5,5,1,0,2,1,66,2,1,1,1
62313,7,2,1,7,,1,1,1,7,93,,,1,1,,0,,,,1,1,2,1,2,2,,,,,12577.11589,12876.06354,2,96,5,5,0.76,5,5,1,2,0,1,44,2,1,1,3
62314,7,2,1,61,,4,4,2,,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,1,7611.107768,7639.752345,2,97,3,3,1.33,1,1,0,0,1,1,61,1,3,5,
62315,7,2,2,80,,4,4,2,,,2,,1,1,,,2,2,,1,2,2,1,2,2,1,2,2,,12842.55995,13803.13967,2,95,99,99,,2,2,0,1,1,2,80,1,2,2,
62316,7,2,1,39,,2,2,1,,,2,,2,1,7,,2,1,,1,2,2,1,2,2,1,2,2,1,31674.69291,34832.56113,2,100,4,4,0.81,4,4,0,2,0,2,37,1,2,1,2
62317,7,2,1,46,,3,3,2,,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,18872.77273,18824.29246,1,94,7,7,0.94,7,7,1,4,0,2,46,2,5,1,5
62318,7,2,2,0,10,3,3,1,,11,,,1,1,,,,,,1,1,2,1,2,2,,,,,8114.787453,8336.925581,1,91,2,2,0.27,5,5,2,2,0,2,42,1,4,3,
62319,7,2,2,4,,4,4,1,4,58,,,1,1,,,,,,1,1,2,1,2,2,,,,,10437.98879,11231.39237,2,100,1,1,0.08,5,5,1,2,0,2,19,1,3,,
62320,7,2,2,64,,3,3,2,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,122483.2599,124909.6803,3,91,7,7,2.89,2,2,0,0,2,2,64,1,4,1,4
62321,7,2,2,8,,5,6,1,8,100,,,2,1,3,3,,,,1,1,2,1,2,2,1,2,2,1,6412.057856,6847.117735,3,91,14,14,4.03,4,4,0,2,0,1,50,1,5,1,5
62322,7,2,2,4,,4,4,1,4,59,,,1,1,,,,,,1,1,2,1,2,2,,,,,10295.16692,11223.20055,2,96,4,4,0.4,7,7,3,2,0,2,25,1,2,5,
62323,7,2,2,2,,4,4,2,2,29,,,1,1,,,,,,1,1,2,1,2,2,,,,,7618.827213,7957.141798,2,101,1,1,0,3,3,2,0,0,1,22,1,3,5,
62324,7,2,2,60,,1,1,2,,,2,,2,2,77,,4,4,,2,2,2,1,2,2,1,2,2,2,11469.45614,12167.81965,1,90,3,3,0.23,7,7,3,1,1,2,35,2,2,5,
62325,7,2,2,43,,4,4,1,,,2,,1,1,,,3,6,2,1,2,2,1,2,2,1,2,2,1,30932.17505,32888.28189,2,101,1,1,0.1,2,2,0,0,0,1,56,1,3,6,
62326,7,2,1,69,,3,3,2,,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,153565.0506,157855.2355,1,97,10,10,4.3,2,2,0,0,1,2,56,1,5,1,5
62327,7,2,2,19,,4,4,2,19,238,2,,1,1,,15,,,,1,2,2,1,2,2,1,2,2,1,12209.74498,12386.61595,2,90,6,6,1.12,4,4,0,1,1,1,63,2,1,1,1
62328,7,2,2,9,,4,4,1,9,119,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,7899.813226,8111.155436,2,97,15,15,5,4,4,0,2,0,1,47,,,6,
62329,7,2,1,2,,2,2,1,2,26,,,1,1,,,,,,2,1,2,2,2,2,,,,,11793.94846,12167.27893,1,100,3,3,0.39,5,5,1,2,0,1,32,2,1,6,
62330,7,2,2,33,,5,6,1,,,2,,2,2,3,,5,1,2,1,2,2,1,2,2,1,2,2,1,21097.66428,22267.58388,2,96,14,14,5,2,2,0,0,0,2,33,2,5,1,5
62331,7,2,1,9,,5,7,2,9,111,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,8246.426933,8701.859504,1,99,14,14,3.94,4,4,1,1,0,1,43,1,4,1,5
62332,7,2,1,22,,3,3,1,,,2,,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,1,31962.32398,33458.58611,1,100,4,4,1.06,3,2,0,0,0,1,22,1,4,6,
62333,7,2,2,45,,5,6,1,,,2,,2,1,6,,3,1,,1,2,1,1,2,1,,,,,13046.2286,13115.21631,2,92,12,77,,7,2,0,0,2,1,53,2,3,1,3
62334,7,2,1,9,,3,3,1,9,108,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,19590.66514,20475.0226,3,91,5,5,0.87,4,4,0,2,0,2,38,1,2,3,
62335,7,2,1,14,,2,2,2,14,171,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,13921.97298,14228.38736,3,90,14,14,3.69,4,4,0,2,0,2,49,1,4,1,4
62336,7,2,1,55,,2,2,1,,,2,,2,1,7,,4,6,,2,2,2,2,2,2,2,2,2,2,24211.82454,24947.16585,2,93,10,10,3.67,3,3,0,0,0,2,56,2,4,6,
62337,7,2,2,10,,1,1,2,10,123,,,2,2,3,5,,,,2,1,2,2,2,2,1,2,2,1,15166.16766,15537.27225,2,94,7,7,1.04,7,7,0,3,0,1,37,2,1,1,3
62338,7,1,2,2,,1,1,,,,,,1,1,,,,,,1,1,2,1,2,2,,,,,12260.86913,0,3,92,5,5,0.68,6,6,3,0,0,2,19,1,4,,
62339,7,2,1,29,,3,3,1,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,71402.23537,74200.65921,2,100,15,15,5,4,4,1,1,0,1,29,1,4,1,4
62340,7,2,1,44,,3,3,2,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,126789.5293,130826.4638,1,101,6,6,1.28,4,4,2,0,0,1,44,1,4,1,4
62341,7,2,1,8,,1,1,2,8,104,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,13285.09301,13365.60735,2,94,7,7,2.16,3,3,0,1,0,2,28,1,2,1,1
62342,7,2,2,38,,3,3,1,,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,77778.94931,78565.11573,1,101,8,8,1.85,5,5,0,3,0,1,41,1,3,1,4
62343,7,2,1,28,,4,4,2,,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,17420.97841,17615.31174,2,97,5,5,0.76,5,5,0,0,0,2,50,1,4,5,
62344,7,1,2,32,,4,4,,,,2,,1,1,,,5,5,3,1,2,2,,,,,,,,26426.24925,0,1,99,,,,1,1,0,0,0,2,32,1,5,5,
62345,7,2,2,38,,3,3,1,,,2,,1,1,,,5,1,2,1,2,2,1,2,2,1,2,2,1,64324.55431,66806.65238,2,103,15,15,5,4,4,2,0,0,1,36,2,4,1,5
62346,7,2,1,19,,5,7,1,19,239,2,,2,2,4,15,,,,1,2,2,1,2,2,1,2,2,1,6558.308393,6849.983523,2,92,99,1,0.22,4,1,0,0,0,1,19,1,4,,
62347,7,2,2,71,,3,3,2,,,2,,1,1,,,3,2,,1,2,2,1,2,2,1,2,2,,25812.91354,27430.82294,2,95,3,3,1.21,1,1,0,0,1,2,71,1,3,2,
62348,7,2,2,19,,4,4,2,19,236,2,,1,1,,12,,,,1,2,2,1,2,2,1,2,2,1,11419.85965,11886.17937,2,99,7,7,1.19,6,6,1,3,0,2,38,1,3,5,
62349,7,2,2,23,,3,3,2,,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,122473.1205,125156.3246,3,91,8,5,1.5,3,2,0,0,0,1,23,1,4,1,4
62350,7,2,2,43,,3,3,2,,,2,,1,1,,,3,3,2,1,2,2,1,2,2,1,2,2,1,96255.67455,99423.04338,2,94,7,7,2.72,2,2,0,1,0,2,43,1,3,3,
62351,7,2,1,7,,3,3,2,7,89,,,1,1,,1,,,,1,1,2,1,2,2,,,,,25604.03486,26336.17429,1,95,5,5,0.92,5,5,1,2,0,2,30,1,4,1,4
62352,7,2,2,3,,4,4,1,3,46,,,1,1,,,,,,1,1,2,1,2,2,,,,,10437.98879,10601.39693,2,100,8,8,1.1,7,7,3,3,0,2,58,1,3,5,
62353,7,2,1,80,,3,3,2,,,1,1,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,,39587.33894,43437.9542,2,91,15,15,5,2,2,0,0,2,2,79,1,5,1,5
62354,7,2,2,11,,3,3,2,11,140,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,80369.55582,79030.00623,1,97,8,8,2.72,3,3,0,2,0,2,43,1,1,3,
62355,7,2,2,16,,5,6,1,16,197,,,2,1,3,10,,,,1,2,2,1,2,2,1,2,2,1,7176.749123,7692.153155,3,91,7,7,1.79,4,4,0,1,0,2,45,2,2,1,3
62356,7,2,2,14,,1,1,1,14,179,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,26325.41446,27702.29584,3,92,12,12,,6,6,1,3,0,2,33,1,5,1,4
62357,7,2,1,36,,3,3,2,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,94433.58615,101591.3155,1,91,15,15,5,3,3,1,0,0,1,36,1,4,1,5
62358,7,2,2,0,3,1,1,1,,4,,,1,1,,,,,,1,1,2,1,2,2,,,,,9767.083234,9561.595244,3,92,7,7,1.99,3,3,1,0,0,1,40,1,4,1,4
62359,7,2,2,54,,1,1,2,,,2,,2,2,3,,1,1,,2,2,2,2,2,2,2,2,2,2,22224.73066,23825.19761,2,94,7,7,1.04,7,7,0,3,0,1,37,2,1,1,3
62360,7,2,1,17,,4,4,1,17,210,2,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,11429.62836,11541.55523,2,96,7,7,1.04,7,7,0,4,0,2,37,1,3,3,
62361,7,2,1,7,,4,4,1,7,94,,,1,1,,1,,,,1,1,2,1,2,2,,,,,13423.88186,14179.49067,2,101,1,1,0.21,4,4,1,2,0,2,26,1,3,5,
62362,7,2,2,11,,4,4,2,11,137,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,8579.490652,8919.477637,2,97,6,6,1,6,6,1,2,2,2,60,1,2,2,
62363,7,2,2,44,,3,3,1,,,2,,1,1,,,2,3,2,1,2,2,1,2,2,1,2,2,1,134897.5941,143557.3439,2,102,6,6,1.43,4,4,0,1,1,1,67,,,1,
62364,7,2,2,4,,1,1,1,5,60,,,1,1,,,,,,1,1,2,1,2,2,,,,,14899.36342,16449.29705,1,100,8,8,2.17,4,4,1,1,0,2,40,2,2,1,2
62365,7,2,2,37,,5,6,1,,,2,,2,1,5,,4,1,2,1,2,2,1,2,2,,,,,21097.66428,21336.13752,2,96,8,8,3.4,2,2,0,0,0,1,46,2,4,1,4
62366,7,2,1,80,,3,3,2,,,1,2,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,,37318.80146,40047.52575,1,98,6,6,1.65,2,2,0,0,2,1,80,1,3,1,3
62367,7,2,1,50,,5,6,2,,,2,,2,1,7,,2,1,,1,2,1,1,2,1,1,2,1,3,10133.86248,10097.2532,3,90,15,15,3.23,6,6,0,2,0,1,50,2,2,1,2
62368,7,2,2,80,,2,2,1,,,2,,2,1,9,,1,2,,1,2,2,1,2,2,1,2,2,,23176.79053,24820.79748,1,98,3,3,0.81,2,2,0,0,1,2,80,2,1,2,
62369,7,2,2,8,,2,2,1,8,100,,,2,2,3,2,,,,2,1,2,1,2,2,1,2,2,1,15352.60181,15663.12781,2,102,7,7,1.53,5,5,1,2,0,2,37,2,4,1,4
62370,7,2,1,21,,5,6,2,,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,13843.66558,14262.33327,1,90,15,15,3.7,5,5,0,0,0,1,54,,,1,
62371,7,2,1,32,,5,6,1,,,2,,2,2,3,,5,1,,1,2,2,1,2,2,1,2,2,1,22403.9114,23863.23854,2,96,14,14,5,2,2,0,0,0,2,33,2,5,1,5
62372,7,2,2,55,,5,6,1,,,2,,2,2,2,,4,1,,1,2,1,1,2,2,1,2,2,,17991.88347,18643.98602,2,102,8,8,2.01,4,4,0,0,0,1,59,2,4,1,4
62373,7,2,1,46,,1,1,1,,,2,,2,2,7,,1,1,,2,2,2,1,2,2,1,2,2,,37324.65591,36776.97412,1,102,6,6,1.34,4,4,0,1,0,2,48,2,3,1,1
62374,7,2,2,31,,3,3,2,,,2,,1,1,,,4,3,2,1,2,2,1,2,2,,,,,31335.13799,33530.36206,1,101,4,4,0.78,4,4,1,2,0,2,31,1,4,3,
62375,7,2,1,24,,1,1,1,,,2,,2,2,99,,3,6,,1,2,2,1,2,2,1,2,2,1,52698.05363,59566.36051,3,92,4,4,0.65,4,4,2,0,0,2,20,1,3,5,
62376,7,2,1,6,,4,4,2,6,73,,,1,1,,0,,,,1,1,2,1,2,2,,,,,7730.47951,9212.541007,1,99,5,5,0.84,5,5,2,1,0,1,35,1,3,1,2
62377,7,2,2,78,,3,3,2,,,2,,1,1,,,2,2,,1,2,2,1,2,2,1,2,2,,35965.83455,38220.11172,1,95,3,3,1.24,1,1,0,0,1,2,78,1,2,2,
62378,7,2,2,68,,2,2,2,,,2,,2,1,8,,1,3,,2,2,2,1,2,2,2,2,2,2,10979.14966,11879.48082,1,96,15,8,4.66,2,1,0,0,2,2,68,2,1,3,
62379,7,2,1,40,,5,7,1,,,2,,2,1,5,,5,5,,1,2,2,1,2,2,,,,,24837.95225,25237.15989,1,102,10,10,3.22,4,4,0,0,2,2,29,2,5,5,
62380,7,2,1,16,,1,1,1,17,204,,,1,1,,10,,,,2,2,2,1,2,2,1,2,2,1,15506.32526,15592.02212,1,103,8,8,2,5,5,0,1,0,2,45,2,3,1,2
62381,7,2,1,21,,4,4,2,,,2,,1,1,,,3,5,,1,1,2,1,2,2,1,2,2,,15408.94893,15514.36886,1,99,7,2,0.74,3,1,0,0,2,1,70,1,2,1,4
62382,7,2,2,1,21,4,4,2,,22,,,1,1,,,,,,1,1,2,1,2,2,,,,,5743.559235,6261.298887,2,99,2,2,0.2,7,7,1,2,1,1,63,1,1,2,
62383,7,2,1,23,,3,3,2,,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,91704.59836,93129.80274,1,93,15,4,1.38,6,1,0,0,0,1,23,1,5,5,
62384,7,2,1,40,,3,3,2,,,2,,1,1,,,3,4,,1,2,2,1,2,2,1,2,2,1,27444.30857,27682.94043,1,101,7,7,2.31,2,2,0,0,1,2,69,1,4,2,
62385,7,2,1,0,10,4,4,1,,10,,,1,1,,,,,,1,1,2,1,2,2,,,,,6699.703488,6998.255943,2,96,6,6,1.32,5,5,1,3,0,2,30,1,4,3,
62386,7,2,1,35,,5,7,2,,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,21163.04991,22845.16054,1,97,8,8,2.51,3,3,0,1,0,1,35,1,3,1,4
62387,7,2,1,23,,4,4,2,,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,1,17420.97841,17597.97505,2,97,3,3,1.29,1,1,0,0,0,1,23,1,3,5,
62388,7,2,2,69,,3,3,2,,,2,,1,1,,,3,2,,1,2,2,1,2,2,1,2,2,,49644.07635,54110.53039,1,97,3,3,1.12,1,1,0,0,1,2,69,1,3,2,
62389,7,2,2,16,,5,7,2,16,194,,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,11975.45848,12291.11895,1,97,15,15,5,6,6,0,3,0,1,47,1,5,1,5
62390,7,2,2,25,,5,6,1,,,2,,2,2,2,,5,5,2,1,2,2,1,2,2,1,2,2,1,14095.96322,14697.88566,2,92,15,8,4.59,2,1,0,0,0,2,25,2,5,5,
62391,7,2,2,40,,1,1,1,,,2,,1,1,,,3,1,2,1,2,2,1,2,2,1,2,2,1,34954.17308,36222.97596,2,98,15,15,5,3,3,0,1,0,1,38,1,4,1,3
62392,7,2,2,1,12,1,1,1,,13,,,1,1,,,,,,2,1,1,1,2,1,,,,,12260.86913,12783.27537,3,92,6,6,0.96,5,5,2,1,0,2,26,2,1,1,1
62393,7,2,1,20,,1,1,1,,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,1,39915.51305,48709.67036,2,98,7,7,1.53,5,5,0,0,0,2,48,1,3,5,
62394,7,2,1,1,14,1,1,1,,14,,,1,1,,,,,,1,1,2,1,2,2,,,,,12493.91039,13386.32328,2,98,1,1,0.13,4,4,2,0,0,2,52,1,2,4,
62395,7,2,2,1,16,1,1,1,,18,,,1,1,,,,,,2,1,2,1,2,2,,,,,12871.48412,13281.03039,2,102,8,8,2.24,4,4,1,1,0,1,35,2,3,1,1
62396,7,2,1,10,,1,1,1,10,123,,,1,1,,4,,,,2,1,2,2,2,2,1,2,2,1,10658.39903,10827.06244,1,102,5,5,0.62,7,7,1,3,0,1,49,2,2,1,1
62397,7,2,2,70,,1,1,1,,,2,,2,1,7,,1,2,,2,2,2,1,2,2,2,2,2,,17077.39663,18362.70517,2,96,13,13,,6,6,0,2,1,1,43,2,4,1,3
62398,7,2,1,9,,3,3,2,9,117,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,19926.44092,21167.33998,1,94,7,7,0.94,7,7,1,4,0,2,46,2,5,1,5
62399,7,2,2,53,,1,1,1,,,2,,2,2,4,,1,1,,2,2,2,2,2,2,2,2,2,2,24870.51399,25871.32014,2,98,5,5,1.63,2,2,0,0,0,2,53,2,1,1,1
62400,7,2,2,31,,3,3,2,,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,27463.55816,27680.63699,2,100,4,4,1.22,2,2,0,1,0,2,31,1,4,5,
62401,7,2,2,15,,3,3,1,15,187,,,1,1,,9,,,,1,1,2,1,2,2,1,2,2,1,93740.5402,99321.16582,1,100,8,8,1.95,4,4,0,2,1,2,49,1,5,6,
62402,7,2,1,48,,5,6,2,,,2,,2,2,4,,1,4,,1,2,2,1,2,2,1,2,2,,14259.60124,14208.08744,1,93,6,6,1.15,5,5,1,0,2,2,70,,,1,
62403,7,2,2,3,,4,4,2,3,46,,,1,1,,,,,,1,1,2,1,2,2,,,,,8192.75936,8404.22838,2,99,77,77,,3,3,1,0,0,1,38,2,5,1,5
62404,7,2,1,44,,4,4,2,,,2,,1,1,,,3,5,,1,2,2,1,2,2,,,,,22009.43841,22692.20928,2,99,6,6,2.95,1,1,0,0,0,1,44,1,3,5,
62405,7,2,1,5,,2,2,1,5,63,,,1,1,,,,,,2,1,2,2,2,2,,,,,14716.46354,14890.4437,2,96,2,2,0.27,6,6,1,3,0,1,34,,,1,
62406,7,2,2,10,,2,2,2,10,129,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,19936.60675,20692.80064,1,94,7,7,1.74,4,4,0,2,0,1,44,1,5,1,5
62407,7,2,1,49,,5,7,2,,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,1,28680.66061,29290.21879,1,94,3,3,1.1,1,1,0,0,0,1,49,1,4,3,
62408,7,1,1,58,,3,3,,,,2,,1,1,,,4,1,,1,2,2,1,2,2,,,,,174520.7853,0,1,95,7,7,2.86,2,2,0,0,1,1,58,1,4,1,3
62409,7,2,2,80,,3,3,1,,,2,,1,1,,,3,2,,1,2,2,1,2,2,1,2,2,,22419.63376,27869.65701,1,94,3,3,1.16,1,1,0,0,1,2,80,1,3,2,
62410,7,2,1,5,,4,4,2,5,63,,,1,1,,,,,,1,1,2,1,2,2,,,,,8158.702829,8662.344233,2,99,5,5,0.65,6,6,2,1,0,2,53,1,4,3,
62411,7,2,2,51,,4,4,2,,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,15790.7028,17527.16643,2,90,7,7,3.21,1,1,0,0,0,2,51,1,4,5,
62412,7,2,1,16,,1,1,2,16,199,,,2,2,4,10,,,,2,2,2,2,2,2,1,2,2,1,21718.29328,22050.26499,2,94,6,6,1.5,4,4,0,2,0,1,44,2,2,1,2
62413,7,2,1,65,,3,3,2,,,1,1,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,1,131445.9869,130104.2371,1,101,5,5,1.6,2,2,0,0,1,1,65,1,4,6,
62414,7,2,1,58,,4,4,1,,,2,,1,1,,,3,5,,1,1,2,1,2,2,1,1,2,,17206.32043,17681.81193,1,96,2,2,0.4,3,3,0,0,0,2,56,1,3,3,
62415,7,2,2,27,,3,3,2,,,2,,1,1,,,4,1,1,1,2,2,1,2,2,1,2,2,1,129336.4097,136474.9396,1,95,15,15,5,3,3,1,0,0,1,26,1,3,1,4
62416,7,2,2,19,,2,2,2,19,235,2,,1,1,,13,,,,1,2,2,1,2,2,1,2,2,1,13824.00177,14551.10223,2,90,10,10,2.91,4,4,0,1,0,2,51,2,4,1,1
62417,7,2,2,26,,2,2,1,,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,45207.13656,46085.23842,1,94,14,8,4.66,2,1,0,0,0,2,26,1,4,5,
62418,7,2,1,80,,3,3,2,,,2,,1,1,,,1,2,,1,2,2,1,2,2,1,2,2,,46965.81854,52174.80507,1,101,6,6,1.98,2,2,0,0,1,1,80,1,1,2,
62419,7,2,1,80,,3,3,1,,,1,1,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,,42993.15025,46481.5792,1,95,5,5,0.65,6,6,1,0,2,1,80,1,3,1,4
62420,7,1,1,24,,1,1,,,,2,,1,1,,,4,5,,1,2,2,1,2,2,,,,,59682.96335,0,2,102,77,77,,4,4,0,1,0,1,47,1,2,1,3
62421,7,2,1,23,,5,6,2,,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,14313.34597,15171.9498,3,91,6,1,0,2,1,0,0,0,1,24,1,5,5,
62422,7,2,2,72,,3,3,2,,,2,,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,,63504.76275,64182.95787,1,91,15,15,5,1,1,0,0,1,2,72,1,4,2,
62423,7,1,2,8,,4,4,,,,,,1,1,,1,,,,1,1,2,1,2,2,,,,,13192.20661,0,2,102,14,14,3.8,4,4,0,2,0,1,47,1,4,1,4
62424,7,2,1,20,,2,2,2,,,2,,2,2,3,,2,5,,2,2,2,2,2,2,2,2,2,2,41713.1735,43905.69851,1,90,99,3,0.9,3,1,0,0,0,1,41,,,99,
62425,7,2,2,30,,3,3,2,,,2,,2,2,1,,5,1,2,1,2,2,1,2,2,1,2,2,1,81658.41925,86275.41601,2,99,15,15,5,2,2,0,0,0,1,30,,,1,5
62426,7,2,1,9,,1,1,1,10,120,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,8828.580268,8822.70874,2,103,10,10,1.63,7,7,1,4,0,1,31,,,1,4
62427,7,2,1,15,,4,4,2,15,185,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,11462.85057,11753.30805,2,100,4,4,0.69,5,5,0,3,0,1,38,1,3,6,
62428,7,2,2,12,,4,4,1,12,145,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,16598.88869,16325.28306,2,102,15,15,4.2,5,5,1,2,0,2,29,,,1,
62429,7,2,1,47,,4,4,1,,,2,,1,1,,,5,5,,1,2,2,1,2,2,,,,,25964.95265,26121.35248,2,96,14,14,5,2,2,0,1,0,1,47,1,5,5,
62430,7,2,1,27,,2,2,1,,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,49006.29178,50482.76018,1,92,9,9,2.93,3,3,0,1,0,2,30,1,5,1,5
62431,7,2,1,54,,4,4,2,,,1,1,1,1,,,2,5,,1,2,2,1,2,2,1,2,2,1,25969.86445,29542.26576,1,97,2,2,0.81,1,1,0,0,0,1,54,1,2,5,
62432,7,2,2,38,,3,3,2,,,2,,1,1,,,5,1,2,1,2,2,1,2,2,1,2,2,1,75294.69013,81171.63351,1,90,15,15,5,4,4,0,2,0,1,37,1,5,1,5
62433,7,2,1,10,,4,4,2,10,131,,,1,1,,4,,,,1,1,2,,,,,,,,8579.422451,10224.24043,1,99,,,,4,4,1,1,0,1,42,,,1,
62434,7,2,2,61,,4,4,2,,,2,,1,1,,,3,6,,1,2,2,1,2,2,1,2,2,1,9113.905743,10210.59231,3,90,14,14,5,2,2,0,0,2,1,60,,,1,3
